[2025-10-31 08:16:11] User: STF004 | Action: RESTOCK | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:03] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:03] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:03] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:04] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:04] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:04] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:04] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:04] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:04] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:04] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:04] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:05] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:05] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:05] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:05] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:05] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:05] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:05] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:05] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:06] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:06] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:06] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:06] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:07] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:07] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:07] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:07] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:07] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:07] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:07] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:07] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:08] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:08] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:08] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:08] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:09] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:09] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:09] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:09] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:09] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:09] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:10] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:10] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:10] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:10] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:10] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:10] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:11] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:11] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:11] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:11] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:22:11] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:22:11] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:24:27] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:27] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:24:28] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:28] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:24:32] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:32] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:24:32] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:32] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:24:33] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:33] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:24:33] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:33] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:24:33] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:33] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:24:35] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:35] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:24:36] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:36] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:24:38] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:38] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:24:39] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:39] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:24:39] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:39] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:24:40] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:40] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:24:41] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:41] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:24:45] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:45] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:24:46] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:24:46] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:26:20] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:26:20] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:26:24] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:26:24] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 14:44:35] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:35] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:38] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:38] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:38] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:38] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:38] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:38] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:38] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:38] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:39] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:39] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:39] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:39] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:39] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:39] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:39] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:39] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:39] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:39] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:40] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:40] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:40] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:40] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:40] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:40] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:40] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:40] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:41] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:41] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:41] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:41] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:41] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:41] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:41] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:41] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:41] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:41] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:42] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:42] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:42] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:42] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:42] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:42] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:43] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:43] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:43] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:43] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:44] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:44] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:44] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:44] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:44] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:44] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:44] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:44] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:44] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:44] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:45] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:45] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:45] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:45] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:46] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:46] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:44:46] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:44:46] User: STAFF | Action: NIGHT | Status: SUCCESS | Description: Macro: NIGHT ROUTINE [3 commands]
[2025-11-01 14:48:37] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:48:37] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:48:39] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:48:39] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:48:42] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:48:42] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:48:43] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:48:43] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:48:43] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:48:43] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:48:56] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:48:56] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:55:52] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:55:52] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:55:55] User: STF2 | Action: WATER | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:55:56] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:55:56] User: STF2 | Action: WATER | Status: SUCCESS | Description: Watered 1 plant(s) [CACTUS#G6]
[2025-11-01 14:55:58] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:55:58] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:55:58] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:55:58] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:55:58] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:55:58] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:55:58] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:55:58] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:55:59] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:55:59] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:55:59] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:55:59] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:55:59] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:55:59] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:55:59] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:55:59] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:55:59] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:55:59] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 14:55:59] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Command enqueued
[2025-11-01 14:55:59] User: STAFF | Action: URGENT | Status: SUCCESS | Description: Macro: URGENT CARE [7 commands]
[2025-11-01 15:09:21] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:21] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:21] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:21] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:22] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:22] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:22] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:22] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:22] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:22] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:22] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:22] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:23] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:23] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:23] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:23] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:23] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:23] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:23] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:23] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:23] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:23] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:23] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:23] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:24] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:24] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:25] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:25] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:25] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:25] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:25] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:25] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:25] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:25] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:25] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:25] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:26] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:26] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:26] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:26] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:26] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:26] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:26] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:26] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:26] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:26] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:27] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:27] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:27] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:27] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:28] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:28] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:28] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
[2025-11-01 15:09:28] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Macro: MORNING ROUTINE [4 commands]
[2025-11-01 15:09:28] User: STAFF | Action: MORNING | Status: SUCCESS | Description: Command enqueued
